target_id	X0	mu_k	GI	k_obs	Xt	Reads_t	Log2fc
120_182	500	0.733	1.000	0.738	29989.156	150	-1.653
120_183	500	0.967	1.000	1.003	130264.201	652	0.467
120_184	500	0.669	1.000	0.678	21428.719	107	-2.140
120_185	500	0.694	1.000	0.700	24199.082	121	-1.963
120_186	500	0.816	1.000	0.846	54635.370	273	-0.789
120_187	500	0.991	1.000	1.031	151929.037	760	0.688
120_188	500	0.744	1.000	0.722	27414.995	137	-1.784
120_189	500	0.618	1.000	0.635	16876.516	84	-2.489
120_190	500	0.480	0.939	0.502	8069.789	40	-3.560
120_191	500	0.799	1.000	0.840	52797.325	264	-0.837
120_192	500	0.886	1.000	0.951	97717.939	489	0.052
120_193	500	0.947	1.000	0.936	89580.155	448	-0.074
120_194	500	0.947	1.000	0.958	101248.070	507	0.104
120_195	500	0.961	1.000	1.007	133009.344	666	0.498
120_196	500	0.714	1.000	0.709	25562.207	128	-1.882
120_197	500	0.942	1.000	1.008	133441.720	668	0.502
120_198	500	0.534	1.000	0.627	16169.374	80	-2.560
120_199	500	0.991	1.000	0.971	109054.711	546	0.211
121	500	1.000	1.000	0.974	110511.240	553	0.229
121_122	500	1.000	1.000	1.087	207617.775	1039	1.139
121_123	500	1.000	1.000	1.024	146555.920	733	0.636
121_124	500	1.000	1.000	1.009	134736.577	674	0.515
121_125	500	1.000	1.000	1.039	158956.283	796	0.755
121_126	500	1.000	1.000	1.000	127676.764	639	0.438
121_127	500	1.000	1.000	0.968	107375.845	537	0.187
121_128	500	1.000	1.000	0.930	86705.020	434	-0.120
121_129	500	1.000	1.000	0.931	87336.523	437	-0.110
121_130	500	1.000	1.000	0.977	112877.178	565	0.260
121_131	500	1.000	1.000	0.923	83555.291	418	-0.174
121_132	500	1.000	1.000	0.930	86920.360	435	-0.117
121_133	500	1.000	1.000	1.003	130004.087	651	0.465
121_134	500	1.000	1.000	1.044	163122.192	816	0.791
121_135	500	1.000	1.000	1.017	140270.035	702	0.574
121_136	500	1.000	1.000	0.976	111776.755	559	0.245
121_137	500	1.000	1.000	0.959	102020.260	510	0.113
121_138	500	1.000	1.000	1.049	167740.292	840	0.832
121_139	500	1.000	1.000	1.063	181846.593	910	0.948
121_140	500	1.000	1.000	1.012	137116.950	686	0.540
121_141	500	1.000	1.000	0.981	115212.208	576	0.288
121_142	500	1.000	1.000	1.046	165405.478	828	0.812
121_143	500	1.000	1.000	1.017	140827.754	705	0.580
121_144	500	1.000	1.000	1.007	133145.055	666	0.498
121_145	500	1.000	1.000	0.949	96474.484	483	0.034
121_146	500	1.000	1.000	0.984	117032.606	586	0.313
121_147	500	1.000	1.000	0.951	97595.069	488	0.049
121_148	500	1.000	1.000	0.992	122350.648	612	0.376
121_149	500	1.000	1.000	1.005	131794.949	660	0.485
121_150	500	0.864	1.000	0.853	56776.068	284	-0.732
121_151	500	0.853	1.000	0.838	52087.276	260	-0.859
121_152	500	0.736	1.000	0.784	38727.481	193	-1.289
121_153	500	0.668	1.000	0.724	27718.829	138	-1.773
121_154	500	0.564	1.000	0.653	18729.466	93	-2.343
121_155	500	0.942	1.000	0.890	69612.675	348	-0.439
121_156	500	0.755	1.000	0.776	36963.590	185	-1.350
121_157	500	0.734	1.000	0.714	26187.117	131	-1.848
121_158	500	0.723	0.950	0.692	23148.065	115	-2.036
121_159	500	0.889	1.000	0.813	45268.506	226	-1.062
121_160	500	0.865	1.000	0.867	61119.827	306	-0.624
121_161	500	0.673	1.000	0.708	25387.261	127	-1.893
121_162	500	0.908	1.000	0.848	55090.922	275	-0.778
121_163	500	0.901	1.000	0.894	71291.230	357	-0.402
121_164	500	0.579	1.000	0.570	11818.918	59	-2.999
121_165	500	0.969	1.000	0.995	124502.197	623	0.401
121_166	500	0.752	1.000	0.769	35587.066	178	-1.406
121_167	500	0.610	1.000	0.585	12811.836	64	-2.882
121_168	500	0.823	1.000	0.885	67706.826	339	-0.477
121_169	500	0.803	1.000	0.776	36982.235	185	-1.350
121_170	500	0.540	1.000	0.576	12167.269	60	-2.975
121_171	500	0.526	1.000	0.611	14828.668	74	-2.672
121_172	500	0.660	1.000	0.680	21741.789	108	-2.127
121_173	500	0.929	1.000	0.848	55170.877	276	-0.773
121_174	500	0.531	1.000	0.580	12464.234	62	-2.928
121_175	500	0.980	1.000	0.979	113878.473	570	0.273
121_176	500	0.569	1.000	0.541	10037.246	50	-3.238
121_177	500	0.970	1.000	1.005	131505.460	658	0.480
121_178	500	0.887	1.000	0.837	51911.549	259	-0.865
121_179	500	0.868	1.000	0.957	101043.986	506	0.101
121_180	500	0.758	1.000	0.778	37391.424	187	-1.335
121_181	500	0.714	1.000	0.649	18246.329	91	-2.374
121_182	500	0.733	1.000	0.759	33619.602	168	-1.489
121_183	500	0.967	1.000	1.015	138774.664	694	0.557
121_184	500	0.669	1.000	0.669	20427.991	102	-2.209
121_185	500	0.694	1.000	0.648	18160.167	90	-2.390
121_186	500	0.816	1.000	0.880	65839.122	329	-0.520
121_187	500	0.991	1.000	0.966	105893.577	530	0.168
121_188	500	0.744	1.000	0.781	37977.339	190	-1.312
121_189	500	0.618	1.000	0.610	14708.956	73	-2.692
121_190	500	0.512	1.000	0.585	12843.591	64	-2.882
121_191	500	0.799	1.000	0.840	52589.486	263	-0.843
121_192	500	0.886	1.000	0.927	85346.423	427	-0.144
121_193	500	0.947	1.000	0.868	61705.868	309	-0.610
121_194	500	0.947	1.000	0.996	125274.277	627	0.411
121_195	500	0.961	1.000	0.877	64863.536	324	-0.542
121_196	500	0.714	1.000	0.761	34099.973	170	-1.472
121_197	500	0.942	1.000	0.871	62488.035	312	-0.596
121_198	500	0.534	1.000	0.666	20039.274	100	-2.238
121_199	500	0.991	1.000	0.970	108499.199	543	0.203
122	500	1.000	1.000	1.125	256269.087	1283	1.444
122_123	500	1.000	1.000	0.979	114121.645	571	0.276
122_124	500	1.000	1.000	0.934	88534.523	443	-0.091
122_125	500	0.603	0.603	0.497	7873.147	39	-3.596
122_126	500	1.000	1.000	0.957	101003.084	505	0.098
122_127	500	1.000	1.000	1.045	164617.289	824	0.805
122_128	500	1.000	1.000	0.973	110105.012	551	0.224
122_129	500	1.000	1.000	1.009	134600.348	674	0.515
122_130	500	1.000	1.000	0.935	89240.693	446	-0.081
122_131	500	1.000	1.000	0.995	124773.225	624	0.404
122_132	500	1.000	1.000	0.897	72443.856	362	-0.382
122_133	500	1.000	1.000	1.078	197103.746	987	1.065
122_134	500	1.000	1.000	1.053	171292.695	857	0.861
122_135	500	1.000	1.000	0.959	102061.431	511	0.115
122_136	500	1.000	1.000	1.069	188149.430	942	0.998
122_137	500	1.000	1.000	0.930	86847.893	434	-0.120
122_138	500	1.000	1.000	1.064	182424.923	913	0.953
122_139	500	1.000	1.000	0.977	112417.307	562	0.253
122_140	500	1.000	1.000	0.977	112431.546	563	0.255
122_141	500	1.000	1.000	1.024	146049.442	731	0.632
122_142	500	1.000	1.000	0.961	103175.070	516	0.129
122_143	500	1.000	1.000	1.052	170628.466	854	0.856
122_144	500	1.000	1.000	1.014	138140.413	691	0.551
122_145	500	1.000	1.000	0.962	103529.793	518	0.135
122_146	500	1.000	1.000	1.045	164151.341	822	0.801
122_147	500	1.000	1.000	0.962	103668.939	519	0.138
122_148	500	1.000	1.000	1.018	141351.536	707	0.584
122_149	500	1.000	1.000	0.988	119760.900	599	0.345
122_150	500	0.864	1.000	0.768	35372.736	177	-1.414
122_151	500	0.853	1.000	0.753	32547.540	162	-1.542
122_152	500	0.736	1.000	0.673	20872.249	104	-2.181
122_153	500	0.668	1.000	0.738	29913.514	149	-1.663
122_154	500	0.564	1.000	0.539	9955.964	49	-3.267
122_155	500	0.942	1.000	0.990	120982.207	605	0.359
122_156	500	0.755	1.000	0.670	20505.102	102	-2.209
122_157	500	0.734	1.000	0.725	27880.916	139	-1.763
122_158	500	0.760	1.000	0.725	27780.650	139	-1.763
122_159	500	0.889	1.000	0.927	85599.482	428	-0.140
122_160	500	0.865	1.000	0.888	68889.830	344	-0.455
122_161	500	0.673	1.000	0.687	22605.761	113	-2.062
122_162	500	0.908	1.000	0.904	74978.136	375	-0.331
122_163	500	0.901	1.000	0.828	49246.774	246	-0.939
122_164	500	0.579	1.000	0.617	15300.278	76	-2.634
122_165	500	0.969	1.000	1.041	160678.728	804	0.769
122_166	500	0.752	1.000	0.679	21641.793	108	-2.127
122_167	500	0.610	1.000	0.617	15287.706	76	-2.634
122_168	500	0.823	1.000	0.856	57700.590	288	-0.712
122_169	500	0.803	1.000	0.709	25549.404	127	-1.893
122_170	500	0.540	1.000	0.502	8104.314	40	-3.560
122_171	500	0.526	1.000	0.517	8798.214	44	-3.422
122_172	500	0.660	1.000	0.573	12004.693	60	-2.975
122_173	500	0.929	1.000	0.891	69920.502	350	-0.431
122_174	500	0.531	1.000	0.515	8695.227	43	-3.455
122_175	500	0.980	1.000	1.025	146916.678	735	0.640
122_176	500	0.569	1.000	0.523	9091.012	45	-3.390
122_177	500	0.970	1.000	0.968	107080.392	536	0.184
122_178	500	0.887	1.000	0.893	70909.602	355	-0.410
122_179	500	0.868	1.000	0.787	39226.355	196	-1.267
122_180	500	0.758	1.000	0.650	18384.699	92	-2.358
122_181	500	0.714	1.000	0.638	17227.760	86	-2.455
122_182	500	0.733	1.000	0.707	25156.304	125	-1.916
122_183	500	0.967	1.000	1.004	130615.888	654	0.471
122_184	500	0.669	1.000	0.671	20647.848	103	-2.195
122_185	500	0.694	1.000	0.679	21596.622	108	-2.127
122_186	500	0.816	1.000	0.835	51299.379	256	-0.882
122_187	500	0.991	1.000	0.916	80510.704	403	-0.227
122_188	500	0.744	1.000	0.788	39569.691	198	-1.252
122_189	500	0.618	1.000	0.714	26227.625	131	-1.848
122_190	500	0.512	1.000	0.494	7758.210	38	-3.634
122_191	500	0.799	1.000	0.761	33932.058	169	-1.481
122_192	500	0.886	1.000	0.933	88156.935	441	-0.097
122_193	500	0.947	1.000	0.857	57762.099	289	-0.707
122_194	500	0.909	0.960	0.879	65312.151	327	-0.529
122_195	500	0.858	0.892	0.863	59918.673	300	-0.653
122_196	500	0.714	1.000	0.728	28274.357	141	-1.742
122_197	500	0.942	1.000	0.898	72541.921	363	-0.378
122_198	500	0.534	1.000	0.560	11127.412	55	-3.100
122_199	500	0.991	1.000	1.019	142595.221	714	0.598
123	500	1.000	1.000	1.002	129298.728	647	0.456
123_124	500	1.000	1.000	1.075	193638.479	969	1.039
123_125	500	1.000	1.000	1.038	157977.231	791	0.746
123_126	500	1.000	1.000	1.020	143368.398	717	0.604
123_127	500	1.000	1.000	0.920	82320.840	412	-0.195
123_128	500	1.000	1.000	0.930	86598.830	433	-0.124
123_129	500	1.000	1.000	0.974	111010.045	555	0.235
123_130	500	0.961	0.961	0.948	96032.865	480	0.025
123_131	500	1.000	1.000	1.018	141059.801	706	0.582
123_132	500	1.000	1.000	0.958	101156.308	506	0.101
123_133	500	1.000	1.000	1.016	140146.992	701	0.572
123_134	500	1.000	1.000	0.954	99023.609	495	0.070
123_135	500	1.000	1.000	0.945	94387.579	472	0.001
123_136	500	1.000	1.000	0.982	116061.870	581	0.301
123_137	500	1.000	1.000	0.997	126036.677	631	0.420
123_138	500	1.000	1.000	1.118	246117.818	1232	1.385
123_139	500	1.000	1.000	1.005	131758.478	659	0.482
123_140	500	1.000	1.000	0.919	81832.859	409	-0.206
123_141	500	1.000	1.000	0.986	118533.169	593	0.330
123_142	500	1.000	1.000	1.005	131795.493	660	0.485
123_143	500	1.000	1.000	0.913	78960.410	395	-0.256
123_144	500	1.000	1.000	1.024	146410.840	733	0.636
123_145	500	1.000	1.000	1.023	145132.490	726	0.622
123_146	500	1.000	1.000	0.991	121653.308	609	0.369
123_147	500	1.000	1.000	0.966	106291.394	532	0.174
123_148	500	1.000	1.000	1.080	199339.522	998	1.081
123_149	500	1.000	1.000	1.018	141096.413	706	0.582
123_150	500	0.864	1.000	0.912	78618.216	393	-0.263
123_151	500	0.853	1.000	0.841	52952.683	265	-0.832
123_152	500	0.736	1.000	0.728	28367.619	142	-1.732
123_153	500	0.668	1.000	0.661	19522.555	97	-2.282
123_154	500	0.564	1.000	0.516	8740.993	43	-3.455
123_155	500	0.942	1.000	1.010	135574.695	678	0.523
123_156	500	0.755	1.000	0.804	43239.612	216	-1.127
123_157	500	0.734	1.000	0.755	32853.840	164	-1.524
123_158	500	0.760	1.000	0.836	51628.576	258	-0.871
123_159	500	0.889	1.000	0.958	101430.395	507	0.104
123_160	500	0.865	1.000	0.904	75180.579	376	-0.327
123_161	500	0.673	1.000	0.637	17084.192	85	-2.472
123_162	500	0.908	1.000	1.027	148798.115	745	0.659
123_163	500	0.901	1.000	0.865	60471.880	302	-0.643
123_164	500	0.579	1.000	0.600	13954.614	69	-2.773
123_165	500	0.969	1.000	1.008	134115.625	671	0.508
123_166	500	0.752	1.000	0.716	26430.802	132	-1.837
123_167	500	0.610	1.000	0.609	14654.010	73	-2.692
123_168	500	0.823	1.000	0.859	58643.568	293	-0.687
123_169	500	0.803	1.000	0.777	37209.721	186	-1.343
123_170	500	0.540	1.000	0.611	14803.312	74	-2.672
123_171	500	0.526	1.000	0.573	12015.923	60	-2.975
123_172	500	0.660	1.000	0.632	16673.561	83	-2.507
123_173	500	0.929	1.000	0.898	72562.350	363	-0.378
123_174	500	0.531	1.000	0.492	7664.066	38	-3.634
123_175	500	0.980	1.000	0.962	103526.692	518	0.135
123_176	500	0.569	1.000	0.482	7221.568	36	-3.712
123_177	500	0.970	1.000	1.000	128037.582	641	0.442
123_178	500	0.887	1.000	0.943	93080.360	466	-0.018
123_179	500	0.868	1.000	0.800	42120.060	210	-1.168
123_180	500	0.583	0.769	0.602	14122.213	70	-2.752
123_181	500	0.714	1.000	0.677	21310.767	106	-2.154
123_182	500	0.733	1.000	0.689	22877.477	114	-2.049
123_183	500	0.967	1.000	1.045	163946.739	821	0.799
123_184	500	0.669	1.000	0.721	27207.328	136	-1.794
123_185	500	0.694	1.000	0.668	20327.577	101	-2.224
123_186	500	0.816	1.000	0.827	48960.084	245	-0.945
123_187	500	0.991	1.000	1.070	188686.199	944	1.001
123_188	500	0.744	1.000	0.782	38307.507	191	-1.304
123_189	500	0.618	1.000	0.676	21190.692	106	-2.154
123_190	500	0.512	1.000	0.479	7119.835	35	-3.752
123_191	500	0.799	1.000	0.761	34075.710	170	-1.472
123_192	500	0.886	1.000	0.903	74645.845	373	-0.339
123_193	500	0.947	1.000	0.916	80380.528	402	-0.231
123_194	500	0.947	1.000	0.999	127498.097	638	0.436
123_195	500	0.961	1.000	0.911	78029.965	390	-0.274
123_196	500	0.714	1.000	0.802	42714.518	213	-1.147
123_197	500	0.942	1.000	0.982	115580.841	578	0.293
123_198	500	0.534	1.000	0.543	10153.717	50	-3.238
123_199	500	0.991	1.000	0.965	105468.546	528	0.163
124	500	1.000	1.000	0.969	107541.519	538	0.190
124_125	500	1.000	1.000	0.992	122517.867	613	0.378
124_126	500	1.000	1.000	0.963	104280.567	522	0.146
124_127	500	1.000	1.000	1.054	172386.615	863	0.871
124_128	500	1.000	1.000	1.006	132142.427	661	0.487
124_129	500	1.000	1.000	1.047	166514.810	833	0.820
124_130	500	1.000	1.000	0.985	117963.408	590	0.323
124_131	500	1.000	1.000	1.091	211805.460	1060	1.168
124_132	500	1.000	1.000	1.036	155924.138	780	0.726
124_133	500	1.000	1.000	1.076	194883.154	975	1.048
124_134	500	1.000	1.000	0.980	114659.334	574	0.283
124_135	500	1.000	1.000	0.961	103260.964	517	0.132
124_136	500	1.000	1.000	0.941	92517.673	463	-0.027
124_137	500	1.000	1.000	0.958	101615.890	508	0.107
124_138	500	1.000	1.000	1.025	147347.353	737	0.644
124_139	500	1.000	1.000	1.044	163082.007	816	0.791
124_140	500	1.000	1.000	0.994	123783.101	619	0.392
124_141	500	1.000	1.000	1.064	182516.670	914	0.954
124_142	500	0.520	0.520	0.562	11273.755	56	-3.074
124_143	500	1.000	1.000	0.989	120559.780	603	0.354
124_144	500	0.686	0.686	0.720	27032.929	135	-1.805
124_145	500	1.000	1.000	1.057	175372.444	878	0.896
124_146	500	1.000	1.000	1.023	145253.798	727	0.624
124_147	500	1.000	1.000	1.023	145484.319	728	0.626
124_148	500	1.000	1.000	0.955	99787.937	499	0.081
124_149	500	1.000	1.000	1.001	129067.968	646	0.454
124_150	500	0.864	1.000	0.841	53058.934	265	-0.832
124_151	500	0.853	1.000	0.903	74636.050	373	-0.339
124_152	500	0.736	1.000	0.701	24345.656	121	-1.963
124_153	500	0.668	1.000	0.645	17836.398	89	-2.406
124_154	500	0.564	1.000	0.602	14083.583	70	-2.752
124_155	500	0.942	1.000	0.905	75578.976	378	-0.320
124_156	500	0.755	1.000	0.728	28322.039	141	-1.742
124_157	500	0.734	1.000	0.637	17104.031	85	-2.472
124_158	500	0.731	0.961	0.689	22762.836	113	-2.062
124_159	500	0.889	1.000	0.977	112414.523	562	0.253
124_160	500	0.611	0.705	0.586	12871.240	64	-2.882
124_161	500	0.673	1.000	0.799	41985.628	210	-1.168
124_162	500	0.908	1.000	0.913	78924.290	395	-0.256
124_163	500	0.901	1.000	0.850	55562.839	278	-0.763
124_164	500	0.579	1.000	0.540	10008.441	50	-3.238
124_165	500	0.969	1.000	0.976	111871.752	560	0.248
124_166	500	0.752	1.000	0.705	24866.706	124	-1.928
124_167	500	0.610	1.000	0.734	29301.809	146	-1.692
124_168	500	0.823	1.000	0.734	29340.150	146	-1.692
124_169	500	0.803	1.000	0.799	41981.920	210	-1.168
124_170	500	0.540	1.000	0.510	8462.906	42	-3.489
124_171	500	0.526	1.000	0.509	8431.582	42	-3.489
124_172	500	0.660	1.000	0.688	22746.422	113	-2.062
124_173	500	0.929	1.000	0.864	60099.396	300	-0.653
124_174	500	0.531	1.000	0.576	12195.999	61	-2.951
124_175	500	0.980	1.000	0.884	67107.550	336	-0.489
124_176	500	0.569	1.000	0.507	8307.869	41	-3.524
124_177	500	0.970	1.000	1.118	246455.326	1234	1.387
124_178	500	0.887	1.000	0.915	80111.134	401	-0.234
124_179	500	0.868	1.000	0.813	45472.053	227	-1.055
124_180	500	0.758	1.000	0.749	31779.163	159	-1.569
124_181	500	0.714	1.000	0.764	34663.858	173	-1.447
124_182	500	0.733	1.000	0.749	31883.613	159	-1.569
124_183	500	0.967	1.000	0.925	84469.107	423	-0.157
124_184	500	0.669	1.000	0.671	20623.088	103	-2.195
124_185	500	0.694	1.000	0.704	24840.954	124	-1.928
124_186	500	0.816	1.000	0.789	39658.516	198	-1.252
124_187	500	0.805	0.812	0.798	41846.408	209	-1.174
124_188	500	0.744	1.000	0.758	33495.508	167	-1.498
124_189	500	0.618	1.000	0.571	11834.076	59	-2.999
124_190	500	0.512	1.000	0.473	6901.425	34	-3.794
124_191	500	0.799	1.000	0.793	40565.016	203	-1.216
124_192	500	0.886	1.000	0.857	57950.469	290	-0.702
124_193	500	0.947	1.000	0.967	106543.689	533	0.176
124_194	500	0.947	1.000	0.990	121028.615	606	0.361
124_195	500	0.961	1.000	0.943	93077.975	466	-0.018
124_196	500	0.714	1.000	0.673	20917.915	104	-2.181
124_197	500	0.942	1.000	1.022	144278.581	722	0.614
124_198	500	0.534	1.000	0.538	9880.682	49	-3.267
124_199	500	0.991	1.000	0.925	84547.027	423	-0.157
125	500	1.000	1.000	1.027	148552.244	743	0.655
125_126	500	1.000	1.000	1.031	152152.435	761	0.690
125_127	500	1.000	1.000	1.003	130092.595	651	0.465
125_128	500	1.000	1.000	0.961	102870.822	515	0.127
125_129	500	1.000	1.000	0.953	98374.911	492	0.061
125_130	500	1.000	1.000	0.997	126089.194	631	0.420
125_131	500	1.000	1.000	0.965	105566.531	528	0.163
125_132	500	1.000	1.000	0.983	116332.542	582	0.303
125_133	500	1.000	1.000	1.016	139910.527	700	0.569
125_134	500	1.000	1.000	0.978	113309.726	567	0.265
125_135	500	1.000	1.000	0.922	82876.547	415	-0.185
125_136	500	1.000	1.000	1.052	171158.463	857	0.861
125_137	500	1.000	1.000	0.926	84842.604	424	-0.154
125_138	500	1.000	1.000	0.993	122995.002	615	0.383
125_139	500	1.000	1.000	1.014	138410.810	693	0.555
125_140	500	1.000	1.000	0.984	117177.177	586	0.313
125_141	500	1.000	1.000	1.023	145377.740	728	0.626
125_142	500	1.000	1.000	1.015	138809.409	695	0.559
125_143	500	1.000	1.000	1.006	132460.947	663	0.491
125_144	500	1.000	1.000	1.023	145229.936	727	0.624
125_145	500	1.000	1.000	0.894	70990.458	355	-0.410
125_146	500	1.000	1.000	0.991	121467.033	608	0.366
125_147	500	1.000	1.000	0.919	81898.122	410	-0.202
125_148	500	1.000	1.000	0.954	98954.546	495	0.070
125_149	500	1.000	1.000	0.925	84239.697	421	-0.164
125_150	500	0.864	1.000	0.914	79374.696	397	-0.249
125_151	500	0.853	1.000	0.740	30312.952	151	-1.643
125_152	500	0.736	1.000	0.785	38942.812	195	-1.274
125_153	500	0.668	1.000	0.672	20753.596	103	-2.195
125_154	500	0.564	1.000	0.620	15582.739	78	-2.596
125_155	500	0.942	1.000	0.967	106421.342	532	0.174
125_156	500	0.755	1.000	0.738	29990.355	150	-1.653
125_157	500	0.734	1.000	0.732	28912.458	144	-1.712
125_158	500	0.760	1.000	0.749	31740.487	158	-1.578
125_159	500	0.889	1.000	0.873	63147.711	316	-0.578
125_160	500	0.865	1.000	0.843	53591.467	268	-0.816
125_161	500	0.673	1.000	0.703	24631.107	123	-1.939
125_162	500	0.908	1.000	0.924	84129.224	421	-0.164
125_163	500	0.901	1.000	0.891	70089.442	350	-0.431
125_164	500	0.579	1.000	0.630	16452.342	82	-2.524
125_165	500	0.969	1.000	1.022	144728.164	724	0.618
125_166	500	0.752	1.000	0.804	43080.492	215	-1.134
125_167	500	0.610	1.000	0.656	19015.569	95	-2.312
125_168	500	0.823	1.000	0.877	64652.041	323	-0.546
125_169	500	0.803	1.000	0.758	33435.128	167	-1.498
125_170	500	0.540	1.000	0.497	7888.556	39	-3.596
125_171	500	0.526	1.000	0.536	9785.608	49	-3.267
125_172	500	0.660	1.000	0.684	22194.342	111	-2.087
125_173	500	0.929	1.000	1.049	167750.027	840	0.832
125_174	500	0.531	1.000	0.518	8860.723	44	-3.422
125_175	500	0.980	1.000	0.931	87301.863	437	-0.110
125_176	500	0.569	1.000	0.440	5723.400	28	-4.074
125_177	500	0.970	1.000	0.958	101512.946	508	0.107
125_178	500	0.887	1.000	0.834	50954.259	255	-0.887
125_179	500	0.868	1.000	0.905	75585.764	378	-0.320
125_180	500	0.758	1.000	0.801	42456.843	212	-1.154
125_181	500	0.714	1.000	0.686	22425.628	112	-2.074
125_182	500	0.733	1.000	0.766	35026.346	175	-1.431
125_183	500	0.967	1.000	1.022	144560.706	723	0.616
125_184	500	0.669	1.000	0.646	17962.063	89	-2.406
125_185	500	0.694	1.000	0.599	13886.897	69	-2.773
125_186	500	0.816	1.000	0.813	45418.266	227	-1.055
125_187	500	0.991	1.000	0.937	90081.245	451	-0.065
125_188	500	0.744	1.000	0.660	19429.013	97	-2.282
125_189	500	0.618	1.000	0.640	17385.665	87	-2.439
125_190	500	0.512	1.000	0.434	5539.345	27	-4.127
125_191	500	0.799	1.000	0.871	62714.216	314	-0.587
125_192	500	0.886	1.000	0.835	51132.705	256	-0.882
125_193	500	0.947	1.000	1.017	140782.846	705	0.580
125_194	500	0.947	1.000	0.966	105989.933	530	0.168
125_195	500	0.961	1.000	0.900	73692.596	369	-0.354
125_196	500	0.714	1.000	0.703	24688.850	123	-1.939
125_197	500	0.942	1.000	0.992	122282.014	612	0.376
125_198	500	0.534	1.000	0.495	7777.383	38	-3.634
125_199	500	0.991	1.000	0.973	110444.257	553	0.229
126	500	1.000	1.000	1.033	153819.400	770	0.707
126_127	500	1.000	1.000	1.013	137648.222	689	0.547
126_128	500	1.000	1.000	0.988	119900.899	600	0.347
126_129	500	1.000	1.000	1.066	184225.652	922	0.967
126_130	500	1.000	1.000	0.954	99160.399	496	0.072
126_131	500	0.811	0.811	0.828	49295.875	246	-0.939
126_132	500	1.000	1.000	0.987	119326.185	597	0.340
126_133	500	1.000	1.000	1.031	151726.743	759	0.686
126_134	500	1.000	1.000	0.922	83039.415	415	-0.185
126_135	500	1.000	1.000	0.965	105710.045	529	0.165
126_136	500	1.000	1.000	0.969	107984.813	540	0.195
126_137	500	1.000	1.000	0.957	101064.167	506	0.101
126_138	500	1.000	1.000	1.008	133956.684	670	0.506
126_139	500	1.000	1.000	0.991	121594.003	608	0.366
126_140	500	1.000	1.000	0.999	127291.189	637	0.433
126_141	500	1.000	1.000	1.028	149689.570	749	0.667
126_142	500	1.000	1.000	1.033	153371.795	768	0.703
126_143	500	1.000	1.000	0.965	105394.883	527	0.160
126_144	500	1.000	1.000	1.019	142065.381	711	0.592
126_145	500	1.000	1.000	0.939	91341.622	457	-0.046
126_146	500	1.000	1.000	1.081	200626.054	1004	1.090
126_147	500	1.000	1.000	1.027	148630.422	744	0.657
126_148	500	1.000	1.000	1.093	213922.957	1071	1.183
126_149	500	1.000	1.000	1.004	130942.095	655	0.474
126_150	500	0.864	1.000	0.870	62180.822	311	-0.601
126_151	500	0.853	1.000	0.919	81596.100	408	-0.209
126_152	500	0.736	1.000	0.794	40860.757	204	-1.209
126_153	500	0.668	1.000	0.686	22434.319	112	-2.074
126_154	500	0.564	1.000	0.491	7628.217	38	-3.634
126_155	500	0.942	1.000	1.031	151601.073	759	0.686
126_156	500	0.755	1.000	0.722	27391.265	137	-1.784
126_157	500	0.734	1.000	0.745	31043.190	155	-1.606
126_158	500	0.760	1.000	0.770	35730.135	178	-1.406
126_159	500	0.889	1.000	0.891	70102.257	351	-0.426
126_160	500	0.865	1.000	0.917	80752.164	404	-0.224
126_161	500	0.673	1.000	0.614	15084.172	75	-2.653
126_162	500	0.908	1.000	0.936	89588.974	448	-0.074
126_163	500	0.901	1.000	0.922	83010.979	415	-0.185
126_164	500	0.579	1.000	0.560	11148.154	55	-3.100
126_165	500	0.969	1.000	0.910	77547.044	388	-0.282
126_166	500	0.752	1.000	0.801	42369.991	212	-1.154
126_167	500	0.610	1.000	0.718	26808.428	134	-1.816
126_168	500	0.823	1.000	0.789	39751.913	199	-1.245
126_169	500	0.603	0.751	0.691	23129.538	115	-2.036
126_170	500	0.540	1.000	0.558	11050.859	55	-3.100
126_171	500	0.526	1.000	0.522	9031.499	45	-3.390
126_172	500	0.660	1.000	0.627	16161.118	80	-2.560
126_173	500	0.929	1.000	0.851	55953.837	280	-0.752
126_174	500	0.531	1.000	0.558	11033.263	55	-3.100
126_175	500	0.980	1.000	0.954	99184.499	496	0.072
126_176	500	0.569	1.000	0.653	18650.951	93	-2.343
126_177	500	0.970	1.000	0.991	121596.204	608	0.366
126_178	500	0.887	1.000	0.779	37656.618	188	-1.327
126_179	500	0.868	1.000	0.910	77710.193	389	-0.278
126_180	500	0.758	1.000	0.783	38514.046	192	-1.297
126_181	500	0.714	1.000	0.777	37242.693	186	-1.343
126_182	500	0.733	1.000	0.779	37597.979	188	-1.327
126_183	500	0.967	1.000	1.051	170054.796	851	0.851
126_184	500	0.402	0.601	0.396	4491.423	22	-4.422
126_185	500	0.694	1.000	0.703	24648.284	123	-1.939
126_186	500	0.816	1.000	0.784	38615.235	193	-1.289
126_187	500	0.991	1.000	0.986	118532.748	593	0.330
126_188	500	0.744	1.000	0.698	23945.332	119	-1.987
126_189	500	0.618	1.000	0.530	9464.210	47	-3.327
126_190	500	0.512	1.000	0.483	7292.869	36	-3.712
126_191	500	0.799	1.000	0.780	37754.385	189	-1.320
126_192	500	0.886	1.000	0.856	57558.578	288	-0.712
126_193	500	0.947	1.000	0.948	95874.860	480	0.025
